product_id,product_name,category,subcategory,color,size,price,cost,season,launch_date
SKU00475,Green Bags,Accessories,Bags,White,M,28.26,13.32,Winter,2024-07-10 23:48:11.845648
SKU00476,White Boots,Shoes,Boots,Green,XL,24.42,12.14,Summer,2024-07-17 23:48:11.845656
SKU00477,Green Summer Dresses,Dresses,Summer Dresses,Blue,XL,91.53,39.7,Fall,2024-05-21 23:48:11.845663
SKU00478,Red Casual Dresses,Dresses,Casual Dresses,Brown,M,128.41,73.91,Summer,2024-07-10 23:48:11.845671
SKU00479,Grey Coats,Outerwear,Coats,Green,L,89.48,46.65,Summer,2024-01-31 23:48:11.845679
SKU00480,Red Casual Dresses,Dresses,Casual Dresses,Green,XXL,134.66,77.89,Spring,2024-11-18 23:48:11.845686
SKU00481,Brown Bags,Accessories,Bags,Red,XS,89.47,42.33,Winter,2024-10-11 23:48:11.845697
SKU00482,Blue Skirts,Bottoms,Skirts,Pink,XL,83.91,41.99,Winter,2024-06-23 23:48:11.845705
SKU00483,Blue Boots,Shoes,Boots,Blue,L,36.5,21.46,Summer,2024-04-23 23:48:11.845714
SKU00484,Pink Blouses,Tops,Blouses,Red,XS,50.69,27.05,Summer,2024-12-05 23:48:11.845721
SKU00485,Brown Belts,Accessories,Belts,Pink,L,134.01,56.37,Spring,2024-07-14 23:48:11.845729
SKU00486,Green Belts,Accessories,Belts,Blue,L,103.25,54.79,Fall,2024-03-01 23:48:11.845737
SKU00487,Brown Sweaters,Tops,Sweaters,Red,XL,69.79,38.98,Fall,2024-04-21 23:48:11.845744
SKU00488,Blue Bags,Accessories,Bags,Pink,S,46.05,19.8,Fall,2024-09-09 23:48:11.845752
SKU00489,White Skirts,Bottoms,Skirts,Red,L,124.51,66.62,Spring,2024-04-24 23:48:11.845762
SKU00490,Blue Jackets,Outerwear,Jackets,Brown,XS,47.9,24.83,Summer,2024-03-08 23:48:11.845770
SKU00491,Blue Jeans,Bottoms,Jeans,Black,S,49.87,29.51,Summer,2024-04-06 23:48:11.845778
SKU00492,Green Bags,Accessories,Bags,White,S,75.64,32.84,Winter,2024-04-24 23:48:11.845786
SKU00493,Blue Blazers,Outerwear,Blazers,Blue,XL,104.05,56.69,Fall,2024-10-02 23:48:11.845793
SKU00494,White Evening Dresses,Dresses,Evening Dresses,Red,L,67.04,29.53,Spring,2024-12-18 23:48:11.845801
SKU00495,Blue Jewelry,Accessories,Jewelry,White,S,79.24,39.67,Spring,2024-03-29 23:48:11.845811
SKU00496,Pink T-shirts,Tops,T-shirts,Blue,XL,87.8,44.29,Spring,2024-05-20 23:48:11.845819
SKU00497,Brown Casual Dresses,Dresses,Casual Dresses,Red,L,121.59,62.96,Winter,2024-06-30 23:48:11.845827
SKU00498,Brown Sneakers,Shoes,Sneakers,Blue,M,79.41,36.26,Summer,2024-11-14 23:48:11.845835
SKU00499,Green Jewelry,Accessories,Jewelry,Red,XS,110.74,55.87,Spring,2024-03-06 23:48:11.845843
